title_original,ingredients_final,category,title_cleaned,steps_cleaned
Telur & Tahu Balado,"telur, tahu, cabai merah, cabai rawit, tomat, garam, gula, penyedap rasa, kecap manis",tahu,Telur Dan Tahu Balado,"Rebus telur, kemudian Goreng dan Tiriskan. Haluskan cabai merah, cabai rawit, satu tomat, garam, gula, dan penyedap rasa. Potong dadu satu tomat lainnya. Tumis bumbu yang telah dihaluskan hingga harum. Masukkan tahu, masak hingga sedikit keras. Setelah itu, Masukkan telur dan tomat yang sudah dipotong dadu. Tambahkan kecap manis. Aduk hingga bumbu rata, kemudian Masak hingga matang."
Gulai Ayam dan Tahu,"ayam, tahu, santan, garam, penyedap rasa, daun jeruk, daun salam, daun kunyit, asam, cabai rawit, bawang merah, bawang putih, cabai merah, jahe, kunyit, lengkuas, kemiri, serai",tahu,Gulai Ayam Dan Tahu,"Haluskan bawang merah, bawang putih, cabai merah, jahe, kunyit, lengkuas, dan kemiri. Cuci ayam hingga bersih, lalu tiriskan. Tumis bumbu halus hingga harum, kemudian masukkan daun salam, daun jeruk, daun kunyit, serai, dan asam. Setelah itu, masukkan ayam, aduk rata, lalu tambahkan garam dan penyedap rasa. Tuang santan, aduk hingga mendidih. Kemudian, masukkan tahu dan cabai rawit utuh. Aduk kembali, lalu kecilkan api dan masak hingga matang serta kuah mengental."
Pepes Tahu Jamur,"jamur, tahu, telur, daun salam, serai, santan, ketumbar, garam, lada, gula, kaldu jamur, bawang putih, bawang merah, kunyit, cabai keriting",tahu,Pepes Tahu Jamur,"Siapkan daun pisang, panaskan di atas api sebentar, kemudian angkat. Haluskan bawang putih, bawang merah, kunyit, dan cabai keriting. Tumis bumbu halus tersebut, masukkan daun salam, serai, ketumbar, gula, garam, lada, dan kaldu jamur. Masukkan sebagian jamur ke dalam tumisan, masak sebentar. Angkat tumisan jamur, masukkan ke dalam mangkuk besar, tambahkan sisa jamur, telur, tahu yang sudah dihaluskan, dan santan. Aduk rata."
Tahu Telur Asin,"tahu, telur asin, tepung, air, bawang putih, cabai keriting",tahu,Tahu Telur Asin,"Potong tahu menjadi 4 bagian. Siapkan tepung. Balurkan tahu ke tepung, lalu goreng tahu hingga matang. Angkat dan sisihkan. Untuk saus, ambil kuning telur asin, hancurkan, dan beri air. Kemudian, tumis bawang putih dan cabai keriting hingga harum. Setelah itu, masukkan kuning telur asin yang sudah dihancurkan, lalu tumis hingga matang dan mengental."
Tahu cabe garam,"tahu, tepung terigu, tepung tapioka, tepung, daun bawang, bawang putih, cabai merah, cabai rawit, cabai, penyedap rasa, garam, minyak wijen, minyak goreng",tahu,Tahu Cabe Garam,"Campurkan tepung terigu, tepung tapioka, dan penyedap rasa. Tuangkan campuran tepung ke tahu hingga rata. Goreng tahu menggunakan minyak goreng hingga matang, kemudian tiriskan. Potong bawang putih, daun bawang, cabai merah, dan cabai rawit. Tumis bawang putih hingga harum, lalu masukkan daun bawang, cabai merah, dan cabai rawit. Setelah layu, kecilkan api, kemudian tambahkan garam dan minyak wijen. Campurkan tahu yang sudah digoreng ke dalam tumisan bumbu, aduk perlahan, lalu matikan api."
Tahu Telur Bumbu Bali,"telur, tahu, bawang putih, bawang merah, kemiri, cabai keriting, daun jeruk, kecap manis, penyedap rasa, cabai rawit, minyak goreng, lengkuas",tahu,Tahu Telur Bumbu Bali,"Rebus telur, kemudian kupas kulitnya. Goreng telur hingga setengah matang, lalu tiriskan. Potong tahu menjadi bentuk segitiga, kemudian goreng hingga setengah matang, lalu tiriskan. Haluskan bawang putih, bawang merah, kemiri, cabai keriting, cabai rawit, dan lengkuas. Tumis bumbu halus menggunakan minyak goreng hingga harum. Setelah itu, masukkan daun jeruk, kecap manis, dan penyedap rasa, lalu aduk rata. Masukkan tahu dan telur yang sudah digoreng, kemudian aduk hingga semua bahan tercampur rata."
Tahu Kentucky,"tahu, tepung, telur",tahu,Tahu Kentucky,"Celupkan potongan tahu ke kocokan telur, kemudian masukkan ke wadah yang berisi tepung. Ulangi hingga tahu tertutup tepung, lalu goreng di atas api kecil hingga kecoklatan. Sajikan."
Dadar Tahu Telur,"telur, tahu, daun bawang, lada, penyedap rasa, garam",tahu,Dadar Tahu Telur,"Kocok telur, beri lada, penyedap rasa, dan garam, kemudian masukkan irisan daun bawang. Aduk rata, lalu masukkan tahu yang sudah dipotong kotak atau dihancurkan. Setelah itu, panaskan minyak goreng, kemudian masak adonan dadar hingga matang."
Sambal goreng kentang&tahu,"kentang, tahu, sambel, cabai merah, cabai rawit, bawang merah, bawang putih, tomat, kemiri, gula, minyak goreng, daun salam",tahu,Sambal Goreng Kentang Dan Tahu,"Goreng cabai merah, cabai rawit, bawang merah, bawang putih, tomat, dan kemiri hingga layu. Angkat, tiriskan, kemudian Haluskan bahan-bahan tersebut menjadi sambel. Potong dadu kentang dan tahu, lalu goreng hingga garing. Angkat dan sisihkan. Tumis sambel dengan minyak goreng hingga matang dan minyak terpisah. Setelah itu, masukkan kentang dan tahu yang sudah digoreng, gula, garam, kaldu jamur, dan daun salam. Aduk hingga rata dan meresap. Tambahkan air sedikit agar tidak gosong. Cicipi rasa, lalu angkat dan sajikan."
Gulai Kikil n Tahu,"daging sapi, air, tahu, bawang merah, bawang putih, kemiri, kunyit, lengkuas, santan, serai, daun jeruk, daun salam, garam, gula",tahu,Gulai Kikil dan Tahu,"Cuci daging sapi sampai bersih, kemudian Potong. Rebus daging sapi hingga dua kali, buang air rebusannya setiap kali, lalu tiriskan. Haluskan bawang merah, bawang putih, kemiri, kunyit, dan lengkuas. Kemudian Tumis bumbu halus dengan 2 sdm minyak goreng hingga harum. Setelah itu, tambahkan serai, daun jeruk, daun salam, 250 ml santan, dan daging sapi. Aduk agar santan tidak pecah. Setelah santan mulai menyusut, tambahkan 200 ml santan dan tahu. Aduk lagi hingga santannya mulai menyusut. Tambahkan garam dan gula secukupnya, lalu koreksi rasa. Jika rasa sudah pas, gulai daging sapi sudah matang. Matikan kompor."
Martabak tahu,"kulit lumpia, tahu, bakso, telur, bawang putih, cabai rawit, daun bawang, gula, penyedap rasa, lada",tahu,Martabak Tahu,"Haluskan bawang putih dan cabai rawit. Haluskan tahu di wadah, kemudian campurkan dengan irisan bakso, daun bawang, bumbu halus, gula, penyedap rasa, dan lada. Aduk rata. Setelah itu, tambahkan telur ke dalam adonan isian, aduk kembali hingga semua tercampur rata. Ambil selembar kulit lumpia, letakkan satu sendok makan adonan isian di tengahnya, lalu lipat dan rekatkan pinggirannya. Goreng martabak tahu hingga matang dan berwarna keemasan."
Tahu Cabe Garam Lada Hitam,"tahu, maizena, tepung, bawang merah, bawang putih, cabai merah, cabai hijau, bawang bombay, daun bawang, lada",tahu,Tahu Cabe Garam Lada Hitam,"Masukkan maizena dan tepung ke dalam wadah bertutup. Kemudian masukkan tahu, tutup wadah, lalu kocok hingga tahu berbalur tepung. Setelah itu, goreng tahu hingga matang, lalu sisihkan. Selanjutnya, tumis bawang merah, bawang putih, cabai merah, cabai hijau, bawang bombay, dan daun bawang yang sudah diiris hingga harum dengan sedikit minyak. Tambahkan garam, gula, lada, dan kaldu bubuk. Kemudian masukkan tahu yang sudah digoreng, lalu aduk sebentar. Matikan kompor."
Perkedel Tahu,"tahu, seledri, garam, kaldu bubuk, bawang goreng, bawang putih, cabai rawit, tepung terigu, telur, minyak goreng",tahu,Perkedel Tahu,"Haluskan bawang putih dan cabai rawit. Iris seledri. Dalam wadah, hancurkan tahu, kemudian campurkan dengan seledri, garam, kaldu bubuk, bawang goreng, bawang putih yang sudah dihaluskan, cabai rawit yang sudah dihaluskan, tepung terigu, dan telur yang sudah dikocok lepas. Aduk rata adonan dengan tangan. Setelah itu, bentuk adonan menjadi bulatan pipih. Panaskan minyak goreng dengan api sedang, lalu goreng perkedel hingga matang."
Tahu bejek pakai Kemangi,"tahu, daun kemangi, bawang putih, bawang merah, lada, tomat, daun bawang, cabai merah, cabai rawit, garam",tahu,Tahu Bejek Pakai Kemangi,"Iris bawang putih, bawang merah, tomat, daun bawang, cabai merah, dan cabai rawit. Haluskan lada. Tumis bawang putih, bawang merah, tomat, daun bawang, cabai merah, cabai rawit, dan lada sampai harum. Kemudian tambahkan tahu yang sudah dihancurkan. Tambahkan garam, aduk rata. Setelah itu, sebelum diangkat, tambahkan daun kemangi. Aduk kembali."
Sayur tahu telur,"tahu, telur, cabai merah, bawang merah, bawang putih, santan, lengkuas, garam",tahu,Sayur Tahu Telur,"Haluskan cabai merah, bawang merah, dan bawang putih. Tumis bumbu halus bersama lengkuas. Kemudian, masukkan air. Setelah mendidih, masukkan tahu dan telur yang sudah digoreng. Lalu, masukkan santan dan tambahkan garam."
Tahu tempe kentang kuah santan,"tahu, tempe, kentang, garam, gula, lada, gula merah, daun salam, daun jeruk, serai, kunyit, bawang merah, bawang putih, ketumbar, kemiri, lengkuas, penyedap rasa, cabai rawit, santan, air, minyak goreng",tahu,Tahu Tempe Kentang Kuah Santan,"Haluskan bawang merah, bawang putih, kemiri, kunyit, ketumbar, dan cabai rawit. Lengkuas tidak perlu dihaluskan. Panaskan minyak goreng dalam wajan, kemudian tumis bumbu halus bersama lengkuas, serai, daun salam, dan daun jeruk hingga harum. Setelah itu, masukkan tahu, tempe, dan kentang, lalu aduk hingga merata. Kemudian, tuangkan santan dan air. Tambahkan garam, gula, lada, gula merah, dan penyedap rasa. Aduk kembali, lalu masak hingga mendidih dan kuah sedikit menyusut."
Tahu telor bumbu kacang bertaburan mikreskress syalala,"tahu, telur, seledri, tauge, timun, bawang goreng, bihun, kacang, petis, garam, kecap manis, bawang putih",tahu,Tahu Telur Bumbu Kacang,"Goreng tahu hingga setengah matang, kemudian siram dengan telur yang sudah dikocok, lalu goreng hingga garing. Angkat dan tiriskan, sisihkan. Untuk membuat bumbu kacang, goreng kacang, bawang putih, dan Cabai. Haluskan kacang, bawang putih, Cabai, garam, dan Gula. Setelah halus, tambahkan petis dan air, kemudian haluskan kembali hingga rata. Koreksi rasa, lalu tambahkan kecap manis. Tata tahu telur yang sudah digoreng di piring, kemudian taburkan tauge dan iris timun di atasnya. Siram dengan bumbu kacang, lalu tambahkan kecap manis. Terakhir, taburkan seledri, Daun Bawang, dan bawang goreng, kemudian remukkan bihun goreng di atasnya."
Gulai Tahu Labu Kentang,"tahu, labu siam, kentang, daun salam, santan, air, garam, kecap manis, minyak, cabai merah, cabai rawit, bawang merah, bawang putih, kemiri, ketumbar, lengkuas, jahe, kunyit",tahu,Gulai Tahu Labu Kentang,"Haluskan cabai merah, cabai rawit, bawang merah, bawang putih, kemiri, ketumbar, lengkuas, jahe, dan kunyit. Tumis bumbu halus tersebut dengan minyak dan daun salam hingga harum. Kemudian tuang air, lalu tambahkan garam dan kecap manis. Masukkan tahu, kentang, dan labu siam. Aduk rata hingga bumbu meresap. Setelah itu, tuang santan, aduk rata agar santan tidak pecah. Masak hingga tahu, labu siam, dan kentang matang."
Sayur Buncis Gulai + Tahu + Kentang,"buncis, kentang, tahu, cabai merah, bawang putih, bawang merah, ketumbar, santan, daun salam, daun jeruk, kunyit, jahe, serai, minyak goreng, garam",tahu,Sayur Buncis Gulai Tahu Kentang,"Iris buncis, kentang, dan tahu. Haluskan cabai merah, bawang putih, bawang merah, ketumbar, kunyit, dan jahe. Goreng tahu hingga setengah matang. Tumis bumbu halus dengan sedikit minyak goreng hingga harum. Kemudian, masukkan kentang dan masak sebentar. Setelah itu, masukkan buncis dan masak kembali. Masukkan serai, daun salam, dan daun jeruk. Tuang santan dan aduk rata. Setelah mendidih, masukkan tahu. Aduk kembali hingga mendidih. Tambahkan garam."
6. Ayam tahu kecap,"ayam, tahu, tempe, daun salam, daun jeruk, cabai rawit, serai, lengkuas, lada, garam, gula merah, gula, kaldu, kecap manis, bawang putih, bawang merah, bawang bombay, ketumbar",tahu,Ayam Tahu Kecap,"Haluskan bawang merah, cabai rawit, bawang putih, ketumbar, lada, dan garam. Potong bawang bombay. Tumis bumbu halus hingga harum, kemudian masukkan serai, lengkuas, daun salam, dan daun jeruk. Setelah itu, masukkan tahu, tempe, dan ayam. Tambahkan kaldu, kecap manis, gula, dan gula merah. Masak hingga mendidih, lalu angkat."
Tahu toge tumis bening,"tauge, tahu, daun bawang, cabai, bawang putih, bawang merah, garam, kaldu, air, minyak goreng",tahu,Tahu Tauge Tumis Bening,"Cuci bersih tauge dan siangi. Panaskan minyak goreng, lalu Tumis bawang merah dan bawang putih hingga harum. Masukkan air dan cabai, kemudian masukkan tahu. Tunggu hingga mendidih. Setelah mendidih, masukkan tauge dan daun bawang. Aduk rata, lalu masukkan garam dan kaldu. Aduk kembali hingga matang, kemudian angkat."
Pepes Tahu Teri,"tahu, teri, cabai merah, cabai rawit, bawang putih, bawang merah, kemiri, daun salam, serai, daun bawang, garam, gula, kaldu bubuk, daun pisang",tahu,Pepes Tahu Teri,"Haluskan bawang merah, bawang putih, dan kemiri. Kemudian, lumatkan tahu. Setelah itu, campurkan tahu yang sudah dilumatkan dengan bumbu halus, teri, irisan cabai merah, irisan daun bawang, daun salam, serai, cabai rawit utuh, garam, gula, dan kaldu bubuk. Diamkan adonan beberapa menit agar bumbu meresap, lalu bungkus dengan daun pisang."
Oseng Tahu Sayur,"tahu, wortel, buncis, bawang merah, bawang putih, kemiri, cabai rawit",tahu,Tahu Sayur,"Haluskan bawang merah, bawang putih, kemiri, dan cabai rawit. Rebus wortel dan buncis yang sudah diiris selama 2 menit. Goreng tahu hingga kecoklatan dan agak kering. Tumis bumbu yang sudah dihaluskan sampai harum. Kemudian, campurkan wortel dan buncis yang sudah direbus, lalu masukkan tahu goreng. Aduk sampai bumbu meresap rata."
Lodeh tahu pe asap,"tahu, santan, air, ketumbar, bawang putih, bawang merah, cabai merah, kunyit, kencur, lengkuas, daun salam, daun jeruk, garam",tahu,Lodeh Tahu Pe Asap,"Haluskan ketumbar, bawang putih, bawang merah, cabai merah, kunyit, dan kencur. Kemudian Tumis bumbu halus tersebut bersama lengkuas, daun salam, dan daun jeruk hingga harum. Setelah itu, Tuangkan air dan biarkan mendidih. Lalu, Masukkan pe asap dan tahu, aduk rata. Kemudian, Tambahkan garam dan masak hingga bumbu meresap. Setelah itu, Tuangkan santan dan masak hingga matang."
Rollade Tahu Daun Singkong,"tahu, daun singkong, telur, bawang putih, ebi, kaldu, garam, gula, lada, minyak goreng",tahu,Rollade Tahu Daun Singkong,"Haluskan tahu. Campurkan dengan bawang putih, kaldu, garam, gula, lada, telur, ebi, dan daun singkong. Aduk rata. Kemudian, goreng adonan yang sudah dibentuk dengan minyak goreng hingga matang."
Tahu toge bumbu iris,"tauge, tahu, bawang merah, bawang putih, cabai merah, tomat, penyedap rasa, gula, minyak goreng, air",tahu,Tahu Tauge Bumbu Iris,"Potong tahu. Iris bawang merah, bawang putih, dan cabai merah. Panaskan minyak goreng, kemudian tumis bawang merah, bawang putih, dan cabai merah hingga harum. Masukkan tahu, lalu tambahkan air, penyedap rasa, dan gula. Masak hingga tahu matang. Setelah itu, masukkan tauge dan tomat. Aduk perlahan hingga semua bumbu meresap."
Lodeh tahucang (tahu kacang panjang),"tahu, kacang panjang, wortel, tomat, bawang merah, santan, bawang putih, kunyit, lengkuas, serai, daun salam, lada, garam, gula, cabai rawit",tahu,Lodeh Tahucang Tahu Kacang Panjang,"Cuci bersih tahu, kacang panjang, wortel, tomat, cabai rawit, bawang merah, bawang putih, kunyit, lengkuas, serai, dan daun salam. Potong tahu, kacang panjang, wortel, dan tomat. Haluskan lada, bawang merah, bawang putih, kunyit, dan cabai rawit. Geprek lengkuas dan serai. Panaskan minyak, kemudian Tumis bumbu halus hingga harum. Setelah itu, masukkan lengkuas, serai, dan daun salam, lalu Tumis sebentar. Tuang santan, masak hingga mendidih sambil terus diaduk. Kemudian masukkan kacang panjang, wortel, dan tomat, masak hingga sayuran sedikit layu. Setelah itu, masukkan tahu, garam, dan gula, lalu masak hingga semua bahan matang dan bumbu meresap."
Oseng cecek dan tahu,"tahu, bawang putih, bawang merah, cabai merah, cabai hijau, tomat, lengkuas, minyak goreng, air, kecap manis, gula, garam, penyedap rasa, lada",tahu,Oseng Cecek Dan Tahu,"Cuci dan Iris cecek bentuk kotak, kemudian Potong tahu bentuk dadu. Goreng tahu menggunakan minyak goreng hingga setengah matang, lalu sisihkan. Tumis bawang putih, bawang merah, cabai merah, cabai hijau, tomat, dan lengkuas menggunakan minyak goreng hingga harum. Kemudian masukkan cecek dan tahu, aduk rata. Tambahkan air, kecap manis, gula, garam, penyedap rasa, dan lada. Masak hingga cecek empuk dan bumbu meresap."
Pepes tahu #aLaNakKairo,"tahu, bawang merah, bawang putih, cabai, telur, ketumbar, kunyit, paprika, lada, garam, daun bawang, seledri, serai, kemangi",tahu,Pepes Tahu,"Haluskan cabai, bawang merah, bawang putih, dan telur. Hancurkan tahu dalam sebuah wadah. Kemudian, masukkan bumbu yang sudah dihaluskan ke dalam tahu. Lalu, masukkan daun bawang dan seledri yang sudah diiris. Tambahkan serai yang sudah dimemarkan dan dipotong. Masukkan paprika, kunyit, ketumbar, garam, lada, dan kemangi. Aduk rata semua bahan. Potong aluminium foil. Letakkan adonan di atas aluminium foil."
"Semur Tahu, Kentang, dan Telur","tahu, kentang, telur, bawang merah, bawang putih, kemiri, jahe, serai, daun salam, cabai merah, tomat, lengkuas, lada, pala, gula, garam, kecap manis, minyak goreng, air",tahu,"Semur Tahu, Kentang, dan Telur","Rebus telur selama 5 menit, dinginkan, lalu kupas. Kupas, cuci, Potong kentang, kemudian goreng hingga matang. Potong tahu, lalu goreng setengah matang. Haluskan bawang merah, bawang putih, kemiri, jahe, tomat, cabai merah, dan pala. Panaskan minyak, lalu Tumis bumbu halus bersama serai dan lengkuas yang dimemarkan beserta daun salam hingga harum. Setelah itu, tambahkan air hingga mendidih. Masukkan gula, kecap manis, dan lada, lalu aduk merata. Masukkan tahu, kentang, dan telur, kemudian aduk hingga bumbu meresap selama 12 menit menggunakan api kecil. Terakhir, tambahkan garam dan koreksi rasa."
Tahu Yakiniku,"tahu, bawang bombay, saus, minyak goreng, air",tahu,Tahu Yakiniku,"Panaskan minyak goreng. Iris tipis tahu sekitar tebal 1/2 cm, kemudian Goreng tahu sebentar sambil dibolakbalik hingga kedua sisinya sedikit berkulit. Setelah itu, sisihkan tahu. Tumis bawang bombay yang sudah diiris tipis sampai harum dan layu. Kemudian, masukkan tahu dan aduk hingga tercampur rata dengan tumisan bawang bombay. Selanjutnya, masukkan saus dan aduk rata. Tambahkan sedikit air, lalu tunggu sampai matang. Setelah matang, matikan kompor dan pindahkan ke piring saji."
